image_id,species,breed,age,sex,class,group,weight,shoulder_height,chest_size,BCS,neck_size,back_length,exercise,food_count,food_amount,snack_amount
cat_aug_1792,20,cat_PER,4.1,CM,SH,SS,4.3,25.3,31.6,4,22.5,35.3,3,2,0.67,19.8
cat_aug_1793,20,cat_RUS,4.3,IF,UK,SS,3.7,24.9,37.6,5,24.9,45.8,2,4,0.9,17.5
cat_aug_1794,20,cat_ETC,3.5,CM,UK,ML,4.8,16.0,36.5,4,27.8,30.2,3,2,0.66,19.5
cat_aug_1795,20,cat_PER,2.6,SF,LH,SL,3.6,19.2,35.3,4,18.9,34.1,2,2,0.87,20.0
cat_aug_1796,20,cat_ETC,2.8,SF,LH,ML,3.6,25.3,38.3,4,24.3,33.0,3,2,0.6,19.9
cat_aug_1797,20,cat_PER,6.0,SF,UK,SS,4.2,33.7,37.9,5,26.2,35.2,3,4,0.69,20.0
cat_aug_1798,20,cat_PER,4.4,CM,LH,SL,3.4,25.7,33.9,4,26.1,35.2,2,2,1.06,19.4
cat_aug_1799,20,cat_KOR,2.0,SF,SH,SL,3.7,16.0,33.8,4,18.3,29.6,1,4,0.65,13.0
cat_aug_1800,20,cat_KOR,8.6,SF,SH,ML,4.9,22.2,43.7,4,23.7,45.5,2,4,0.69,20.0
cat_aug_1801,20,cat_ETC,1.6,SF,LH,ML,3.7,22.3,32.2,4,17.9,30.4,3,2,0.54,18.7
cat_aug_1802,20,cat_ETC,5.3,CM,LH,SL,3.2,22.6,36.3,7,23.1,24.0,2,4,0.97,0.8
cat_aug_1803,20,cat_KOR,3.4,SF,LH,ML,3.8,28.5,31.8,4,24.4,31.7,3,2,0.7,15.7
cat_aug_1804,20,cat_ETC,4.1,CM,UK,SS,5.9,32.3,48.0,4,21.4,38.3,3,2,2.55,20.0
cat_aug_1805,20,cat_ETC,7.3,SF,LH,SS,3.4,27.3,36.1,4,35.2,36.0,3,2,1.65,20.0
cat_aug_1806,20,cat_KOR,4.8,CM,LH,SL,2.6,22.8,30.9,4,20.6,29.1,3,2,0.69,19.9
cat_aug_1807,20,cat_ETC,3.7,CM,SH,ML,5.1,27.1,43.0,4,24.7,38.7,3,2,0.89,20.0
cat_aug_1808,20,cat_ETC,4.5,CM,LH,SL,4.9,23.1,36.3,7,25.7,25.0,2,2,0.66,18.5
cat_aug_1809,20,cat_PER,2.0,SF,UK,SS,5.9,21.1,40.1,2,24.2,44.4,3,4,1.22,12.4
cat_aug_1810,20,cat_KOR,2.3,SF,LH,ML,3.4,21.1,30.2,4,24.4,29.7,3,2,0.61,20.0
cat_aug_1811,20,cat_KOR,12.0,SF,LH,SL,2.6,20.0,30.7,3,16.0,23.9,2,4,1.87,6.8
cat_aug_1812,20,cat_ETC,3.1,SF,UK,MS,3.2,18.7,36.0,4,30.9,36.3,3,2,0.5,20.0
cat_aug_1813,20,cat_ETC,4.3,CM,SH,ML,5.4,42.5,44.8,5,29.0,51.4,2,2,0.65,19.6
cat_aug_1814,20,cat_ETC,6.5,SF,LH,MS,2.1,19.4,27.0,3,17.8,24.6,3,4,0.72,9.9
cat_aug_1815,20,cat_ETC,5.4,SF,LH,MS,2.0,18.1,25.0,4,16.0,22.9,2,2,0.51,20.0
cat_aug_1816,20,cat_TUR,7.7,SF,LH,SL,5.6,21.4,38.1,5,18.6,26.4,1,4,1.48,2.8
cat_aug_1817,20,cat_KOR,2.9,SF,LH,SL,2.6,23.5,28.2,4,20.8,33.4,3,2,0.81,20.0
cat_aug_1818,20,cat_TUR,3.0,SF,LH,SL,6.5,32.2,41.7,7,24.9,45.7,1,2,0.77,0.1
cat_aug_1819,20,cat_ETC,4.3,SF,LH,SL,3.7,31.3,32.5,4,20.2,33.8,3,2,0.7,20.0
cat_aug_1820,20,cat_ETC,4.3,CM,LH,ML,6.1,28.7,32.7,5,25.1,39.8,2,2,2.71,20.0
cat_aug_1821,20,cat_SCO,5.6,SF,LH,SL,3.0,29.8,31.6,4,20.6,39.9,1,2,1.59,20.0
cat_aug_1822,20,cat_PER,4.1,SF,LH,MS,2.7,27.8,33.9,4,28.3,29.3,3,2,0.69,20.0
cat_aug_1823,20,cat_ETC,3.0,SF,LH,SL,6.0,25.0,43.5,5,25.2,30.9,3,2,0.92,15.7
cat_aug_1824,20,cat_PER,5.7,SF,LH,SL,3.5,49.0,36.7,4,29.4,43.5,3,2,1.71,20.0
cat_aug_1825,20,cat_KOR,3.3,SF,LH,SL,5.0,32.8,43.0,3,22.4,40.3,2,4,1.12,0.1
cat_aug_1826,20,cat_ETC,0.1,CM,LH,ML,5.1,25.5,33.6,4,26.6,39.8,3,2,0.64,3.9
cat_aug_1827,20,cat_TUR,2.4,CM,LH,ML,5.6,34.4,35.5,6,29.6,34.4,3,4,0.94,16.6
cat_aug_1828,20,cat_ETC,6.0,SF,LH,ML,2.4,17.3,26.3,4,22.2,31.4,3,2,0.67,20.0
cat_aug_1829,20,cat_ETC,4.0,CM,SH,SS,4.4,15.9,35.1,4,16.1,35.1,3,2,0.84,16.7
cat_aug_1830,20,cat_KOR,2.6,CM,LH,ML,7.0,30.0,42.8,4,27.6,51.6,3,4,0.83,13.1
cat_aug_1831,20,cat_ETC,3.0,CM,SH,SS,6.9,27.6,38.9,4,27.6,41.9,3,2,0.7,20.0
cat_aug_1832,20,cat_RUS,11.0,SF,LH,SL,2.0,13.1,25.0,5,16.0,22.9,3,2,0.72,20.0
cat_aug_1833,20,cat_KOR,7.0,CM,UK,ML,4.8,18.1,32.9,7,25.8,31.3,2,4,0.56,19.9
cat_aug_1834,20,cat_PER,2.9,CM,LH,MS,2.4,18.4,25.0,5,16.4,26.6,2,4,1.43,3.9
cat_aug_1835,20,cat_ETC,3.4,SF,LH,SL,3.3,21.0,37.6,4,19.4,46.5,3,2,1.03,20.0
cat_aug_1836,20,cat_ETC,6.2,CM,SH,ML,4.0,25.7,37.8,4,23.2,31.6,3,4,0.84,8.1
cat_aug_1837,20,cat_ETC,0.9,CM,UK,SS,5.4,22.6,41.5,4,24.9,36.0,3,2,0.98,20.0
cat_aug_1838,20,cat_SIA,6.8,SF,LH,SL,3.2,17.7,32.4,3,19.2,28.2,2,4,0.58,0.0
cat_aug_1839,20,cat_SIA,4.8,CM,UK,SL,8.8,18.8,48.9,9,21.2,27.2,1,4,0.54,0.0
cat_aug_1840,20,cat_ETC,1.0,SF,SH,ML,4.3,28.6,32.3,4,26.4,46.2,3,2,0.51,20.0
cat_aug_1841,20,cat_ETC,1.5,SF,LH,SL,3.7,23.4,34.4,4,22.0,32.3,2,2,0.88,13.4
cat_aug_1842,20,cat_TUR,1.9,CM,LH,SL,4.5,46.8,35.6,4,25.9,45.5,2,4,1.43,19.8
cat_aug_1843,20,cat_KOR,4.7,SF,LH,SL,2.7,14.5,31.7,4,20.9,24.5,3,2,0.9,19.9
cat_aug_1844,20,cat_PER,4.5,CM,SH,SL,3.0,21.2,30.4,4,26.1,28.1,2,4,0.86,20.0
cat_aug_1845,20,cat_ETC,1.5,SF,SH,SL,4.0,24.7,39.6,4,29.1,41.6,3,2,0.54,20.0
cat_aug_1846,20,cat_KOR,1.8,SF,SH,SL,3.0,17.2,29.8,6,17.1,26.3,2,4,0.58,7.5
cat_aug_1847,20,cat_ETC,3.3,SF,LH,ML,2.0,21.4,31.9,4,23.5,22.6,3,2,0.57,20.0
cat_aug_1848,20,cat_ETC,3.0,SF,LH,SL,2.4,18.0,27.5,4,20.4,32.4,3,2,0.83,18.7
cat_aug_1849,20,cat_ETC,2.5,SF,LH,ML,3.4,24.9,32.7,4,17.5,37.1,3,2,0.7,12.4
cat_aug_1850,20,cat_TUR,6.3,CM,LH,SL,4.2,23.8,35.5,4,27.3,35.2,3,2,0.88,20.0
cat_aug_1851,20,cat_KOR,8.8,SF,LH,SL,6.3,34.5,43.9,5,29.1,56.1,2,2,1.4,20.0
cat_aug_1852,20,cat_ETC,9.0,SF,LH,SL,2.5,20.3,36.3,4,29.8,36.0,3,2,0.66,20.0
cat_aug_1853,20,cat_ETC,5.9,SF,SH,MS,4.7,19.0,37.9,5,23.1,31.9,2,4,0.5,6.9
cat_aug_1854,20,cat_KOR,1.4,SF,SH,ML,4.3,24.1,31.1,4,21.9,40.7,2,2,1.48,20.0
cat_aug_1855,20,cat_KOR,4.9,SF,LH,SL,3.2,19.4,39.3,5,19.1,30.7,3,2,0.52,0.1
cat_aug_1856,20,cat_KOR,1.4,CM,UK,ML,9.0,39.3,46.5,4,33.6,53.2,1,2,0.82,17.1
cat_aug_1857,20,cat_KOR,4.8,IM,LH,SL,3.1,23.5,37.3,3,16.4,30.2,3,4,1.07,5.7
cat_aug_1858,20,cat_RUS,5.5,CM,UK,MS,5.0,15.6,34.6,9,19.7,26.1,3,2,0.55,5.0
cat_aug_1859,20,cat_RUS,7.1,IM,SH,SS,7.3,25.1,42.1,5,20.4,56.0,3,2,0.78,20.0
cat_aug_1860,20,cat_PER,2.8,SF,SH,SL,2.4,15.3,30.7,4,22.0,20.7,3,2,0.53,0.3
cat_aug_1861,20,cat_ETC,3.0,SF,LH,SL,3.4,43.1,41.1,4,26.7,49.2,1,2,0.53,1.9
cat_aug_1862,20,cat_ETC,1.9,SF,LH,ML,3.1,22.6,27.1,7,24.9,32.0,3,4,0.54,0.0
cat_aug_1863,20,cat_ETC,2.6,SF,LH,SS,4.1,19.5,34.3,4,19.7,29.6,3,2,0.5,6.4
cat_aug_1864,20,cat_KOR,8.6,SF,SH,SL,2.3,27.7,32.4,4,21.1,27.2,3,4,0.67,20.0
cat_aug_1865,20,cat_KOR,4.3,CM,UK,SS,5.4,31.5,36.6,4,27.5,37.8,3,4,1.38,19.9
cat_aug_1866,20,cat_TUR,4.6,CM,SH,ML,6.8,28.8,37.0,6,18.4,33.7,2,4,1.97,19.0
cat_aug_1867,20,cat_ETC,0.9,CM,LH,SL,7.7,31.7,39.0,4,26.9,44.7,3,2,1.05,19.6
cat_aug_1868,20,cat_ETC,3.6,CM,LH,SL,3.7,32.0,31.3,4,26.2,41.2,2,2,0.65,20.0
cat_aug_1869,20,cat_ETC,5.3,SF,LH,SL,3.8,18.8,32.4,4,19.5,37.4,2,4,0.73,14.9
cat_aug_1870,20,cat_SCO,4.5,CM,LH,SL,3.2,29.1,28.9,5,21.1,32.9,3,2,2.47,20.0
cat_aug_1871,20,cat_KOR,2.0,CM,SH,SL,4.7,24.4,37.1,3,24.6,26.3,1,2,1.2,19.9
cat_aug_1872,20,cat_SIA,2.9,SF,UK,SS,6.2,18.1,32.0,7,24.4,42.8,1,4,1.1,0.0
cat_aug_1873,20,cat_ETC,1.2,SF,SH,SL,3.3,15.4,29.5,6,16.0,23.3,2,2,0.65,0.0
cat_aug_1874,20,cat_ETC,2.7,CM,LH,SL,3.8,18.5,38.5,7,18.5,29.0,1,2,0.67,0.7
cat_aug_1875,20,cat_KOR,8.1,CM,UK,MS,5.7,19.1,35.7,7,23.6,32.6,3,4,0.61,16.5
cat_aug_1876,20,cat_SCO,3.4,CM,SH,SL,5.2,25.8,40.0,6,23.0,33.3,1,4,1.25,0.9
cat_aug_1877,20,cat_ETC,6.7,CM,SH,MS,5.5,19.3,38.1,4,26.6,32.7,3,2,0.74,20.0
cat_aug_1878,20,cat_ETC,3.6,SF,UK,SS,2.9,18.9,31.5,7,17.3,26.8,2,2,1.13,18.2
cat_aug_1879,20,cat_ETC,3.0,SF,UK,SS,4.5,25.2,46.3,4,27.2,36.9,3,2,0.89,19.9
cat_aug_1880,20,cat_KOR,4.9,SF,LH,SL,5.4,43.1,47.4,4,33.8,53.3,3,2,0.57,15.3
cat_aug_1881,20,cat_ETC,1.3,CM,LH,SL,7.5,41.0,42.2,7,31.2,56.6,2,2,1.49,3.7
cat_aug_1882,20,cat_KOR,3.7,IF,UK,SL,5.6,20.6,44.0,4,26.0,36.8,2,2,2.02,13.5
cat_aug_1883,20,cat_ETC,12.0,CM,SH,SS,4.8,17.8,49.7,6,21.9,33.0,1,4,0.7,0.0
cat_aug_1884,20,cat_KOR,5.0,CM,LH,SL,3.6,25.0,31.9,7,19.2,33.0,3,2,0.67,20.0
cat_aug_1885,20,cat_KOR,2.9,SF,LH,SL,3.1,19.6,35.3,4,22.5,27.7,3,2,0.53,19.7
cat_aug_1886,20,cat_ETC,1.8,IM,LH,SL,3.5,22.2,40.4,7,29.8,36.7,3,2,0.58,17.6
cat_aug_1887,20,cat_RUS,6.1,SF,LH,SL,3.4,17.3,29.8,4,16.0,27.0,3,2,1.04,12.9
cat_aug_1888,20,cat_RUS,3.8,SF,LH,SL,3.6,15.9,31.7,5,16.0,28.0,1,4,0.55,0.3
cat_aug_1889,20,cat_ETC,2.4,SF,LH,SL,2.6,24.3,28.9,4,24.3,30.6,3,2,0.76,20.0
cat_aug_1890,20,cat_ETC,2.8,IM,LH,ML,3.4,23.5,27.3,4,20.9,35.2,3,2,0.92,20.0
cat_aug_1891,20,cat_KOR,8.5,SF,LH,ML,5.6,23.1,40.6,4,22.2,44.8,3,4,2.35,20.0
cat_aug_1892,20,cat_ETC,3.3,CM,LH,ML,3.6,15.9,35.5,5,18.4,29.7,3,2,0.69,8.0
cat_aug_1893,20,cat_KOR,0.8,SF,LH,SL,3.1,33.9,27.4,4,29.4,34.9,3,2,0.75,20.0
cat_aug_1894,20,cat_ETC,8.6,CM,SH,ML,5.0,21.9,38.4,4,21.9,35.5,3,2,0.93,20.0
cat_aug_1895,20,cat_ETC,5.7,SF,LH,ML,2.7,23.4,34.1,4,24.5,31.3,3,2,0.55,20.0
cat_aug_1896,20,cat_SIA,7.0,IM,LH,SL,3.6,21.6,31.0,4,22.4,37.7,3,2,0.97,20.0
cat_aug_1897,20,cat_KOR,2.7,SF,LH,SL,2.8,28.3,32.6,4,25.5,47.0,3,2,0.55,20.0
cat_aug_1898,20,cat_ETC,2.6,CM,LH,SL,4.5,28.0,39.0,4,26.4,41.3,3,4,0.56,20.0
cat_aug_1899,20,cat_TUR,2.7,SF,LH,SL,3.2,18.6,30.8,5,21.2,37.3,3,4,0.55,9.1
cat_aug_1900,20,cat_ETC,5.5,SF,UK,ML,3.8,34.9,43.8,4,33.6,41.2,3,2,0.5,20.0
cat_aug_1901,20,cat_KOR,2.1,SF,LH,SL,3.3,25.6,30.4,4,20.9,31.2,3,2,0.76,20.0
cat_aug_1902,20,cat_ETC,2.6,SF,LH,SL,2.8,23.4,27.2,4,25.1,32.8,3,2,0.56,20.0
cat_aug_1903,20,cat_ETC,4.3,CM,LH,MS,3.4,21.3,35.9,4,23.9,34.4,3,2,2.42,20.0
cat_aug_1904,20,cat_ETC,5.8,SF,LH,SL,2.7,31.4,32.9,4,20.0,46.1,3,2,0.93,20.0
cat_aug_1905,20,cat_KOR,1.9,SF,SH,SS,3.8,17.4,34.3,7,23.9,27.0,3,2,0.54,5.7
cat_aug_1906,20,cat_ETC,4.7,SF,LH,SL,2.8,30.8,33.6,4,19.4,37.7,3,2,1.15,20.0
cat_aug_1907,20,cat_ETC,4.3,SF,LH,SL,3.1,19.2,36.0,5,21.0,23.3,2,2,0.51,0.2
cat_aug_1908,20,cat_ETC,1.7,CM,LH,SL,3.6,20.1,29.3,4,16.9,34.1,2,2,1.02,7.0
cat_aug_1909,20,cat_ETC,2.6,SF,LH,SL,4.3,16.1,30.3,4,19.8,36.0,3,2,0.61,20.0
cat_aug_1910,20,cat_KOR,7.5,SF,SH,SL,2.5,19.1,32.2,4,20.2,26.2,3,2,0.68,20.0
cat_aug_1911,20,cat_ETC,0.0,CM,LH,MS,4.2,16.2,34.7,7,20.5,33.1,3,2,0.53,0.1
cat_aug_1912,20,cat_ETC,5.2,SF,UK,SS,4.2,22.9,34.1,4,24.5,28.0,3,2,0.78,19.7
cat_aug_1913,20,cat_KOR,1.9,SF,LH,SL,3.4,19.0,34.2,4,24.0,39.1,3,2,0.52,16.5
cat_aug_1914,20,cat_KOR,2.3,SF,LH,ML,2.7,24.8,28.7,4,26.1,25.4,2,2,0.53,20.0
cat_aug_1915,20,cat_KOR,2.0,CM,LH,SL,4.4,40.6,44.3,4,34.4,57.5,3,2,0.52,20.0
cat_aug_1916,20,cat_KOR,4.5,CM,LH,SS,3.3,40.2,33.8,4,27.7,36.7,3,2,0.95,20.0
cat_aug_1917,20,cat_ETC,1.1,CM,LH,SL,4.6,18.1,38.3,4,22.7,48.4,3,2,0.95,20.0
cat_aug_1918,20,cat_SCO,3.5,CM,LH,SL,4.0,16.8,34.6,5,26.4,25.0,2,2,0.65,15.7
cat_aug_1919,20,cat_ETC,3.0,SF,LH,SL,3.5,20.4,38.7,4,25.3,30.2,3,2,0.54,20.0
cat_aug_1920,20,cat_KOR,6.7,SF,LH,ML,3.8,24.5,40.2,5,27.8,26.7,3,2,1.37,20.0
cat_aug_1921,20,cat_RUS,1.1,IF,LH,ML,2.9,21.7,25.0,4,16.0,34.5,3,2,0.62,18.7
cat_aug_1922,20,cat_SCO,4.5,CM,SH,SL,6.5,32.9,41.2,2,24.9,42.1,2,4,0.84,17.6
cat_aug_1923,20,cat_KOR,5.4,IM,UK,SS,6.4,26.7,41.4,4,27.9,33.1,3,2,0.7,18.2
cat_aug_1924,20,cat_KOR,3.8,CM,LH,SL,7.5,26.9,40.5,4,23.7,59.7,2,2,1.3,16.7
cat_aug_1925,20,cat_ETC,2.1,IM,SH,SS,2.9,13.5,28.2,4,16.0,29.6,3,2,0.9,19.0
cat_aug_1926,20,cat_RUS,5.8,IM,LH,MS,2.2,13.6,31.3,6,21.1,27.6,3,2,0.52,10.0
cat_aug_1927,20,cat_ETC,1.8,SF,UK,SS,4.0,27.5,34.4,4,19.3,33.0,2,4,1.05,7.7
cat_aug_1928,20,cat_PER,6.8,SF,LH,SL,3.6,20.8,36.5,4,24.8,36.9,3,2,0.56,15.0
cat_aug_1929,20,cat_PER,2.9,SF,LH,SL,3.5,16.6,32.1,4,23.9,33.3,3,2,0.68,12.9
cat_aug_1930,20,cat_SIA,3.4,SF,SH,ML,5.5,32.2,36.9,4,23.8,44.9,3,2,1.04,20.0
cat_aug_1931,20,cat_KOR,4.2,CM,UK,ML,7.9,26.6,38.5,4,29.4,49.7,3,2,1.26,20.0
cat_aug_1932,20,cat_KOR,4.7,CM,LH,SL,3.3,31.8,29.3,4,25.2,28.2,3,2,0.72,17.6
cat_aug_1933,20,cat_KOR,1.0,CM,LH,ML,4.5,17.3,30.2,4,16.3,39.0,3,2,0.96,20.0
cat_aug_1934,20,cat_ETC,4.4,SF,LH,ML,2.6,17.8,28.4,4,25.7,36.6,3,2,0.64,20.0
cat_aug_1935,20,cat_PER,1.6,CM,LH,SL,2.7,23.1,27.6,4,32.8,22.5,3,2,0.83,14.1
cat_aug_1936,20,cat_KOR,2.8,SF,LH,SL,2.9,28.9,28.0,4,19.9,34.8,3,2,0.64,20.0
cat_aug_1937,20,cat_ETC,6.4,SF,LH,MS,3.1,26.0,35.1,5,25.9,24.2,2,4,0.51,15.5
cat_aug_1938,20,cat_ETC,7.2,SF,LH,SL,2.2,13.0,31.4,4,16.0,20.8,3,2,0.6,11.1
cat_aug_1939,20,cat_KOR,3.7,SF,LH,SL,2.0,20.3,27.8,4,25.6,25.5,3,2,0.56,20.0
cat_aug_1940,20,cat_KOR,10.9,SF,UK,ML,6.2,34.9,47.8,7,26.9,36.6,3,4,0.68,19.3
cat_aug_1941,20,cat_KOR,4.6,IM,LH,SL,2.0,23.5,25.0,4,24.1,26.8,3,2,0.54,20.0
cat_aug_1942,20,cat_KOR,12.0,CM,UK,ML,7.3,28.8,45.9,3,23.2,36.2,1,4,0.53,0.1
cat_aug_1943,20,cat_KOR,3.6,SF,SH,SL,5.3,17.8,44.0,4,25.8,40.5,3,2,0.52,12.4
cat_aug_1944,20,cat_ETC,4.4,CM,LH,MS,4.8,40.9,41.1,4,40.1,38.3,3,2,0.8,20.0
cat_aug_1945,20,cat_ETC,3.3,CM,LH,SL,3.7,19.1,33.6,4,21.4,34.9,3,2,0.77,12.3
cat_aug_1946,20,cat_ETC,6.3,CM,LH,SL,2.7,47.2,33.9,6,26.3,35.1,1,4,0.95,19.9
cat_aug_1947,20,cat_ETC,3.0,CM,UK,ML,5.5,22.8,37.8,3,20.1,31.5,1,2,1.1,0.1
cat_aug_1948,20,cat_TUR,6.1,IM,LH,SL,3.2,20.3,29.2,4,16.3,28.9,1,4,1.08,0.0
cat_aug_1949,20,cat_ETC,0.8,SF,SH,SL,5.7,23.9,35.5,3,25.4,55.6,2,2,0.65,7.7
cat_aug_1950,20,cat_PER,1.6,CM,LH,SL,3.2,15.6,29.2,4,20.1,23.0,1,2,0.64,17.8
cat_aug_1951,20,cat_KOR,2.5,IM,SH,SS,3.4,38.4,37.6,4,36.2,54.1,3,2,0.87,20.0
cat_aug_1952,20,cat_ETC,3.3,SF,UK,SL,3.2,16.8,34.9,4,16.0,28.7,3,2,0.94,19.9
cat_aug_1953,20,cat_ETC,2.1,SF,LH,SL,4.0,19.7,30.8,4,17.0,28.0,1,4,0.84,1.0
cat_aug_1954,20,cat_ETC,6.5,SF,SH,SS,4.2,25.2,37.9,4,24.0,36.0,3,2,0.63,20.0
cat_aug_1955,20,cat_KOR,1.7,CM,LH,SL,4.7,23.8,41.5,4,25.1,34.8,2,2,1.03,20.0
cat_aug_1956,20,cat_KOR,4.1,IM,LH,ML,4.9,17.0,36.8,4,28.2,32.7,3,4,0.9,0.1
cat_aug_1957,20,cat_ETC,2.5,IM,LH,SS,4.7,23.0,33.3,5,23.2,40.8,3,2,1.73,20.0
cat_aug_1958,20,cat_ETC,4.6,CM,UK,ML,7.1,22.4,38.9,6,27.7,31.7,2,2,0.83,16.9
cat_aug_1959,20,cat_KOR,4.0,SF,LH,SS,4.0,22.5,35.3,3,24.1,36.8,2,2,0.78,8.1
cat_aug_1960,20,cat_TUR,3.0,CM,UK,SS,5.1,22.8,38.4,6,16.0,28.8,2,4,0.73,0.0
cat_aug_1961,20,cat_ETC,1.7,IM,LH,SL,4.2,31.7,33.8,4,26.0,29.0,3,2,2.28,20.0
cat_aug_1962,20,cat_ETC,6.0,SF,SH,SS,4.9,29.1,44.0,4,37.2,33.8,3,2,0.74,20.0
cat_aug_1963,20,cat_PER,3.4,SF,LH,SL,3.8,32.6,32.5,7,25.4,43.2,3,2,1.15,19.8
cat_aug_1964,20,cat_SIA,1.1,IM,UK,SL,5.2,23.0,40.8,4,20.7,33.4,2,2,0.64,7.1
cat_aug_1965,20,cat_PER,11.2,SF,SH,ML,5.4,25.2,38.5,4,30.7,33.7,3,2,0.75,20.0
cat_aug_1966,20,cat_TUR,7.0,IF,UK,SS,4.8,19.1,37.4,5,21.9,27.2,3,4,0.58,0.3
cat_aug_1967,20,cat_KOR,1.3,IM,UK,ML,5.5,25.0,39.2,4,27.1,45.4,3,2,0.67,15.2
cat_aug_1968,20,cat_ETC,3.8,SF,SH,SL,2.7,17.4,35.5,4,21.7,33.5,3,4,0.58,20.0
cat_aug_1969,20,cat_KOR,4.9,SF,SH,SS,5.7,24.2,39.5,4,28.1,43.0,3,2,0.85,20.0
cat_aug_1970,20,cat_TUR,8.3,SF,SH,ML,5.8,24.8,44.8,6,22.8,33.3,2,4,1.83,3.6
cat_aug_1971,20,cat_RUS,5.4,SF,LH,SL,2.3,17.5,29.1,4,22.2,24.0,3,2,0.59,19.7
cat_aug_1972,20,cat_KOR,4.2,CM,LH,SL,3.5,13.0,36.2,7,19.8,24.6,1,4,0.66,0.0
cat_aug_1973,20,cat_PER,2.5,CM,LH,SS,2.4,20.4,25.6,4,18.5,27.3,3,4,1.4,19.8
cat_aug_1974,20,cat_ETC,4.4,IM,LH,SL,3.9,24.4,37.8,4,21.0,32.2,2,2,1.1,15.5
cat_aug_1975,20,cat_ETC,3.4,SF,LH,MS,2.8,22.9,31.6,4,28.7,31.1,3,2,1.21,20.0
cat_aug_1976,20,cat_SIA,4.1,CM,SH,ML,5.6,17.0,38.1,4,18.5,27.6,2,2,1.55,0.4
cat_aug_1977,20,cat_PER,2.6,SF,SH,SL,4.1,29.6,38.5,4,20.4,41.6,3,4,1.19,19.8
cat_aug_1978,20,cat_ETC,6.7,SF,SH,ML,4.4,28.4,40.2,4,26.5,37.0,3,2,0.53,20.0
cat_aug_1979,20,cat_ETC,2.9,CM,SH,ML,4.7,18.4,41.5,4,24.0,30.3,3,2,1.59,20.0
cat_aug_1980,20,cat_ETC,2.9,SF,LH,MS,2.8,26.1,34.8,4,21.0,28.5,3,2,0.68,20.0
cat_aug_1981,20,cat_KOR,4.6,SF,UK,SS,6.3,18.6,37.2,6,24.3,32.2,3,2,1.42,19.5
cat_aug_1982,20,cat_ETC,2.6,CM,LH,SL,3.1,22.6,32.6,4,17.8,38.3,3,2,0.69,20.0
cat_aug_1983,20,cat_KOR,4.9,CM,SH,ML,5.8,22.5,33.1,4,20.9,35.3,3,2,1.5,17.5
cat_aug_1984,20,cat_KOR,7.6,SF,UK,ML,5.5,34.7,41.9,4,26.1,37.2,3,4,0.9,15.1
cat_aug_1985,20,cat_KOR,7.6,SF,SH,SS,4.5,21.3,38.5,4,24.7,26.0,3,2,0.65,20.0
cat_aug_1986,20,cat_SCO,7.0,CM,UK,SS,5.7,33.9,40.6,5,22.8,41.5,1,4,1.04,3.8
cat_aug_1987,20,cat_ETC,3.6,IM,LH,SL,4.5,30.2,33.1,5,23.9,37.9,3,4,1.26,20.0
cat_aug_1988,20,cat_RUS,6.5,SF,LH,SL,5.4,29.8,41.0,2,25.6,40.9,2,4,1.3,19.9
cat_aug_1989,20,cat_SCO,7.0,CM,LH,SL,3.7,20.0,38.6,3,17.5,29.1,1,4,1.67,1.6
cat_aug_1990,20,cat_KOR,3.3,SF,LH,SL,3.7,14.0,32.8,2,17.1,26.9,3,4,0.73,5.2
cat_aug_1991,20,cat_SIA,2.4,CM,LH,SL,4.5,29.0,32.9,6,18.7,39.3,3,2,1.23,20.0
cat_aug_1992,20,cat_SIA,3.4,SF,LH,SL,6.2,26.2,43.9,4,32.4,33.4,3,2,0.69,20.0
cat_aug_1993,20,cat_SIA,4.4,CM,SH,SL,3.1,14.6,33.7,4,23.2,22.8,3,2,1.11,18.9
cat_aug_1994,20,cat_RUS,4.8,CM,UK,SS,5.1,30.1,29.9,5,19.8,31.7,3,2,1.34,20.0
cat_aug_1995,20,cat_ETC,3.2,CM,UK,SS,6.5,30.4,43.9,4,28.6,41.8,3,2,1.01,19.6
cat_aug_1996,20,cat_ETC,0.9,CM,LH,ML,5.8,20.5,39.1,5,26.7,38.7,3,2,2.11,8.3
cat_aug_1997,20,cat_KOR,6.4,CM,LH,MS,5.1,13.7,36.4,9,18.7,38.4,1,4,0.73,0.0
cat_aug_1998,20,cat_KOR,7.5,SF,LH,ML,3.8,22.7,34.4,4,19.3,37.5,3,2,1.55,20.0
cat_aug_1999,20,cat_ETC,1.5,CM,SH,ML,7.9,29.8,44.1,4,27.5,40.2,2,2,0.52,17.9
cat_aug_2000,20,cat_ETC,1.7,SF,UK,SS,4.7,26.9,44.5,4,30.5,39.8,3,2,0.56,20.0
cat_aug_2001,20,cat_KOR,2.7,CM,UK,SS,6.7,30.2,48.9,4,34.4,53.7,3,2,0.83,20.0
cat_aug_2002,20,cat_KOR,1.9,SF,LH,SL,3.5,27.3,33.5,4,27.3,39.1,3,2,0.6,19.9
cat_aug_2003,20,cat_ETC,3.2,CM,LH,SL,2.7,21.2,33.9,4,25.2,32.9,3,2,0.73,20.0
cat_aug_2004,20,cat_KOR,1.1,CM,LH,SL,6.5,30.9,41.2,4,22.7,42.7,3,2,0.6,20.0
cat_aug_2005,20,cat_SCO,1.1,IF,LH,ML,5.3,40.6,41.1,5,27.2,34.1,3,2,0.56,15.5
